sample,Per_int_AB,Per_int_P1,Per_int_ABa,Per_int_ABp,Per_int_EMS,Per_int_P2,Per_mit_P0,Per_mit_AB,Per_mit_P1,Per_mit_ABa,Per_mit_ABp,Per_mit_EMS,Per_mit_P2,NucSph_AB,NucSph_P1,NucSph_ABa,NucSph_ABp,NucSph_EMS,NucSph_P2,NucVol_AB,NucVol_P1,NucVol_ABa,NucVol_ABp,NucVol_EMS,NucVol_P2,NucVol_AB/P1,NucVol_ABa/AB,NucVol_ABp/AB,NucVol_ABa/ABp,NucVol_EMS/P1,NucVol_P2/P1,NucVol_EMS/P2,DivAxis_P0_ap,DivAxis_P0_dv,DivAxis_P0_lr,DivAxis_AB_ap,DivAxis_AB_dv,DivAxis_AB_lr,DivAxis_P1_ap,DivAxis_P1_dv,DivAxis_P1_lr,DivAxis_ABa_ap,DivAxis_ABa_dv,DivAxis_ABa_lr,DivAxis_ABp_ap,DivAxis_ABp_dv,DivAxis_ABp_lr,DivAxis_EMS_ap,DivAxis_EMS_dv,DivAxis_EMS_lr,DivAxis_P2_ap,DivAxis_P2_dv,DivAxis_P2_lr,DivAxis_wt_P0,DivAxis_wt_AB,DivAxis_wt_P1,DivAxis_wt_ABa,DivAxis_wt_ABp,DivAxis_wt_EMS,DivAxis_wt_P2,DivAng_P0-AB,DivAng_P0-P1,DivAng_P0-ABa,DivAng_P0-ABp,DivAng_P0-EMS,DivAng_P0-P2,DivAng_AB-P1,DivAng_AB-ABa,DivAng_AB-ABp,DivAng_AB-EMS,DivAng_AB-P2,DivAng_P1-ABa,DivAng_P1-ABp,DivAng_P1-EMS,DivAng_P1-P2,DivAng_ABa-ABp,DivAng_ABa-EMS,DivAng_ABa-P2,DivAng_ABp-EMS,DivAng_ABp-P2,DivAng_EMS-P2,NucMov_AB,NucMov_ABa,NucMov_ABp,NucMov_EMS,NucMov_P1,NucMov_P2,NucDis_AB-P1_m2,NucDis_ABa-ABp_m4,NucDis_ABa-EMS_m4,NucDis_ABa-P2_m4,NucDis_ABp-EMS_m4,NucDis_ABp-P2_m4,NucDis_EMS-P2_m4,SpnIntg_AB_1st,SpnIntg_AB_2nd,SpnIntg_AB_3rd,SpnIntg_ABa_1st,SpnIntg_ABa_2nd,SpnIntg_ABa_3rd,SpnIntg_ABp_1st,SpnIntg_ABp_2nd,SpnIntg_ABp_3rd,SpnIntg_EMS_1st,SpnIntg_EMS_2nd,SpnIntg_EMS_3rd,SpnIntg_P0_1st,SpnIntg_P0_2nd,SpnIntg_P0_3rd,SpnIntg_P1_1st,SpnIntg_P1_2nd,SpnIntg_P1_3rd,SpnIntg_P2_1st,SpnIntg_P2_2nd,SpnIntg_P2_3rd,SpnElng_AB_1st,SpnElng_AB_2nd,SpnElng_AB_3rd,SpnElng_ABa_1st,SpnElng_ABa_2nd,SpnElng_ABa_3rd,SpnElng_ABp_1st,SpnElng_ABp_2nd,SpnElng_ABp_3rd,SpnElng_P0_1st,SpnElng_P0_2nd,SpnElng_P0_3rd,SpnElng_P1_1st,SpnElng_P1_2nd,SpnElng_P1_3rd,SpnElng_EMS_1st,SpnElng_EMS_2nd,SpnElng_EMS_3rd,SpnElng_P2_1st,SpnElng_P2_2nd,SpnElng_P2_3rd,SpnPos_AB_ap,SpnPos_AB_dv,SpnPos_AB_lr,SpnDis_AB-EC,SpnPos_ABa_ap,SpnPos_ABa_dv,SpnPos_ABa_lr,SpnDis_ABa-EC,SpnPos_ABp_ap,SpnPos_ABp_dv,SpnPos_ABp_lr,SpnDis_ABp-EC,SpnPos_EMS_ap,SpnPos_EMS_dv,SpnPos_EMS_lr,SpnDis_EMS-EC,SpnPos_P0_ap,SpnPos_P0_dv,SpnPos_P0_lr,SpnDis_P0-EC,SpnPos_P1_ap,SpnPos_P1_dv,SpnPos_P1_lr,SpnDis_P1-EC,SpnPos_P2_ap,SpnPos_P2_dv,SpnPos_P2_lr,SpnDis_P2-EC,NucPos_AB_ap_f,NucPos_AB_dv_f,NucPos_AB_lr_f,NucDis_AB_f-EC,NucPos_P1_ap_f,NucPos_P1_dv_f,NucPos_P1_lr_f,NucDis_P1_f-EC,NucPos_ABa_ap_f,NucPos_ABa_dv_f,NucPos_ABa_lr_f,NucDis_ABa_f-EC,NucPos_ABp_ap_f,NucPos_ABp_dv_f,NucPos_ABp_lr_f,NucDis_ABp_f-EC,NucPos_EMS_ap_f,NucPos_EMS_dv_f,NucDis_EMS_f-EC,NucPos_P2_ap_f,NucPos_P2_dv_f,NucPos_P2_lr_f,NucDis_P2_f-EC,NucPos_ABal_ap_f,NucPos_ABal_dv_f,NucPos_ABal_lr_f,NucDis_ABal_f-EC,NucPos_ABar_ap_f,NucPos_ABar_dv_f,NucPos_ABar_lr_f,NucDis_ABar_f-EC,NucPos_ABpl_ap_f,NucPos_ABpl_dv_f,NucPos_ABpl_lr_f,NucDis_posABpl_f-EC,NucPos_ABpr_ap_f,NucPos_ABpr_dv_f,NucPos_ABpr_lr_f,NucDis_ABpr_f-EC,NucPos_E_ap_f,NucPos_E_dv_f,NucDis_E_f-EC,NucPos_MS_ap_f,NucPos_MS_dv_f,NucPos_MS_lr_f,NucDis_MS_f-EC,NucPos_C_ap_f,NucPos_C_dv_f,NucPos_C_lr_f,NucDis_C_f-EC,NucPos_P3_ap_f,NucPos_P3_dv_f,NucPos_P3_lr_f,NucDis_P3_f-EC,NucPos_AB_ap_m,NucPos_AB_dv_m,NucPos_AB_lr_m,NucDis_AB_m-EC,NucPos_P1_ap_m,NucPos_P1_dv_m,NucPos_P1_lr_m,NucDis_P1_m-EC,NucPos_ABa_ap_m,NucPos_ABa_dv_m,NucPos_ABa_lr_m,NucDis_ABa_m-EC,NucPos_ABp_ap_m,NucPos_ABp_dv_m,NucPos_ABp_lr_m,NucDis_ABp_m-EC,NucPos_EMS_ap_m,NucPos_EMS_dv_m,NucDis_EMS_m-EC,NucPos_P2_ap_m,NucPos_P2_dv_m,NucPos_P2_lr_m,NucDis_P2_m-EC,NucPos_AB_ap_m2,NucPos_AB_dv_m2,NucPos_AB_lr_m2,NucDis_AB_m2-EC,NucPos_P1_ap_m2,NucPos_P1_dv_m2,NucPos_P1_lr_m2,NucDis_P1_m2-EC,NucPos_ABa_ap_m4,NucPos_ABa_dv_m4,NucPos_ABa_lr_m4,NucPos_ABa_m4-EC,NucPos_ABp_ap_m4,NucPos_ABp_dv_m4,NucPos_ABp_lr_m4,NucDis_ABp_m4-EC,NucPos_EMS_ap_m4,NucPos_EMS_dv_m4,NucDis_EMS_m4-EC,NucPos_P2_ap_m4,NucPos_P2_dv_m4,NucPos_P2_lr_m4,NucDis_P2_m4-EC,NucPos_P0_ap_l,NucPos_P0_dv_l,NucPos_P0_lr_l,NucPos_P0_l-EC,NucPos_AB_ap_l,NucPos_AB_dv_l,NucPos_AB_lr_l,NucDis_AB_l-EC,NucPos_P1_ap_l,NucPos_P1_dv_l,NucPos_P1_lr_l,NucDis_P1_l-EC,NucPos_ABa_ap_l,NucPos_ABa_dv_l,NucPos_ABa_lr_l,NucDis_ABa_l-EC,NucPos_ABp_ap_l,NucPos_ABp_dv_l,NucPos_ABp_lr_l,NucDis_ABp_l-EC,NucPos_EMS_ap_l,NucPos_EMS_dv_l,NucDis_EMS_l-EC,NucPos_P2_ap_l,NucPos_P2_dv_l,NucPos_P2_lr_l,NucDis_P2_l-EC,NucDis_wt_AB_f,NucDis_wt_P1_f,NucDis_wt_ABa_f,NucDis_wt_ABp_f,NucDis_wt_EMS_f,NucDis_wt_P2_f,NucDis_wt_ABal_f,NucDis_wt_ABar_f,NucDis_wt_ABpl_f,NucDis_wt_ABpr_f,NucDis_wt_E_f,NucDis_wt_MS_f,NucDis_wt_C_f,NucDis_wt_P3_f,NucDis_wt_AB_m,NucDis_wt_P1_m,NucDis_wt_ABa_m,NucDis_wt_ABp_m,NucDis_wt_EMS_m,NucDis_wt_P2_m,NucDis_wt_AB_m2,NucDis_wt_P1_m2,NucDis_wt_ABa_m4,NucDis_wt_ABp_m4,NucDis_wt_EMS_m4,NucDis_wt_P2_m4,NucDis_wt_P0_l,NucDis_wt_AB_l,NucDis_wt_P1_l,NucDis_wt_ABa_l,NucDis_wt_ABp_l,NucDis_wt_EMS_l,NucDis_wt_P2_l,NucPos_P0_ap_cent,NucPos_P0_dv_cent,NucPos_P0_lr_cent,NucDis_P0_cent-EC,NucAng_ABp-ABa-P2,NucAng_EMS-ABa-P2,NucAng_ABp-ABa-EMS,NucAng_ABa-ABp-EMS,NucAng_P2-ABp-EMS,NucAng_ABa-ABp-P2,NucAng_ABp-P2-ABa,NucAng_EMS-P2-ABa,NucAng_ABp-P2-EMS,NucAng_ABa-EMS-ABp,NucAng_ABp-EMS-P2,NucAng_ABa-EMS-P2,DivTime_AB_P1_f,DivTime_ABa_ABp_f,DivTime_ABa_EMS_f,DivTime_ABp_EMS_f,DivTime_EMS_P2_f,DivTime_AB_P1_l,DivTime_ABa_ABp_l,DivTime_ABa_EMS_l,DivTime_ABp_EMS_l,DivTime_EMS_P2_l,NucDis_AB-P1_ave,DivTime_AB-ABa/p_f,NucDis_ABa-ABp_ave,NucDis_EMS-P2_ave,NucMov_AB_f-AB_8min,NucMov_AB_f-AB_l,NucMov_P1_f-P1_ave,NucMov_P1_f-P1_l,NucAng_ABa_P2,NucAng_ABp_EMS,NucPos_P1_ap_divAB,NucPos_P1_dv_divAB,NucPos_P1_lr_divAB,NucDis_P1_divAB-EC,NucPos_EMS_ap_divABa,NucPos_EMS_dv_divABa,NucDis_EMS_divABa-EC,NucPos_P2_ap_divABa,NucPos_P2_dv_divABa,NucPos_P2_lr_divABa,NucDis_P2_divABa-EC,NucPos_EMS_ap_divABp,NucPos_EMS_dv_divABp,NucDis_EMS_divABp-EC,NucPos_P2_ap_divABp,NucPos_P2_dv_divABp,NucPos_P2_lr_divABp,NucDis_P2_divABp-EC,NucPos_ABal_ap_divEMS,NucPos_ABal_dv_divEMS,NucPos_ABal_lr_divEMS,NucDis_ABal_divEMS-EC,NucPos_ABar_ap_divEMS,NucPos_ABar_dv_divEMS,NucPos_ABar_lr_divEMS,NucDis_ABar_divEMS-EC,NucPos_ABpl_ap_divEMS,NucPos_ABpl_dv_divEMS,NucPos_ABpl_lr_divEMS,NucDis_ABpl_divEMS-EC,NucPos_ABpr_ap_divEMS,NucPos_ABpr_dv_divEMS,NucPos_ABpr_lr_divEMS,NucDis_ABpr_divEMS-EC,NucPos_P2_ap_divEMS,NucPos_P2_dv_divEMS,NucPos_P2_lr_divEMS,NucDis_P2_divEMS-EC,NucPos_ABal_ap_divP2,NucPos_ABal_dv_divP2,NucPos_ABal_lr_divP2,NucDis_ABal_divP2-EC,NucPos_ABar_ap_divP2,NucPos_ABar_dv_divP2,NucPos_ABar_lr_divP2,NucDis_ABar_divP2-EC,NucPos_ABpl_ap_divP2,NucPos_ABpl_dv_divP2,NucPos_ABpl_lr_divP2,NucDis_ABpl_divP2-EC,NucPos_ABpr_ap_divP2,NucPos_ABpr_dv_divP2,NucPos_ABpr_lr_divP2,NucDis_ABpr_divP2-EC,NucPos_MS_ap_divP2,NucPos_MS_dv_divP2,NucPos_MS_lr_divP2,NucDis_MS_divP2-EC,NucPos_E_ap_divP2,NucPos_E_dv_divP2,NucPos_E_divP2-EC,NucDis_wt_P1_divAB,NucDis_wt_EMS_divABa,NucDis_wt_P2_divABa,NucDis_wt_EMS_divABp,NucDis_wt_P2_divABp,NucDis_wt_ABal_divEMS,NucDis_wt_ABar_divEMS,NucDis_wt_ABpl_divEMS,NucDis_wt_ABpr_divEMS,NucDis_wt_P2_divEMS,NucDis_wt_ABal_divP2,NucDis_wt_ABar_divP2,NucDis_wt_ABpl_divP2,NucDis_wt_ABpr_divP2,NucDis_wt_MS_divP2,NucDis_wt_E_divP2
001-N2,31,31,33,33,34,46,13,4,11,7,8,9,5,0.848381,0.861545,0.86718,0.83784,0.8056,0.843557,362.1,267.249,250.006,155.984,259.148,98.078,1.35492,0.690434,0.430776,1.60277,0.969687,0.366991,2.64227,1.52121,-42.5519,91.3965,-83.2514,-143.451,170.93,8.4596,77.6038,55.9147,130.826,81.4553,-7.39625,-100.958,98.1773,-1.59366,-4.53137,-108.907,103.028,85.7169,-7.70402,151.029,1.53047,54.5215,38.8824,10.8473,10.0531,5.67558,12.782,84.9633,35.7914,98.4663,93.1752,13.0505,84.0621,110.471,135.348,118.39,73.3373,134.756,62.6821,59.3131,48.3919,83.8404,17.6245,110.823,89.7085,103.779,105.952,88.518,17.1689,30.5368,28.1284,19.5248,23.0331,23.2244,24.4301,21.747,21.7404,37.9925,13.7625,20.5918,16.732,12.7776,10.2424,12.1494,13.9025,9.95991,9.27838,17.7557,8.25363,7.64216,15.1947,11.443,5.78437,23.6297,14.0363,5.11482,11.8616,8.48014,7.86493,12.4136,6.94107,6.51809,21.1022,12.6535,8.10455,22.0244,7.94088,5.87407,25.2158,9.15795,6.05092,19.4803,13.6649,5.70086,30.8742,12.8637,6.23887,21.8342,14.6124,5.97954,12.2376,5.47628,5.22445,-7.78649,-0.971328,-0.7488,7.88249,-16.5428,-0.542192,0.215932,16.5531,0.907238,-7.95432,-0.23397,8.0093,2.24626,8.38616,1.92207,8.892,1.04637,-0.867301,0.452209,1.43234,7.984,2.82411,-0.693954,8.49714,14.2968,-2.30765,-2.63041,14.7188,-6.39459,-1.14617,0.0307052,6.49657,12.1694,-0.514733,0.9531,12.2175,-11.6838,5.50057,0.113316,12.9143,-5.45815,-7.27217,-0.785964,9.12653,1.0169,3.39707,3.54601,15.8093,2.77883,-1.45299,16.1173,-17.3521,1.5756,-5.76235,18.3516,-15.6629,-2.21462,6.18809,16.986,-0.71962,-7.12758,-6.73001,9.82921,2.77951,-8.63962,5.88961,10.8193,9.40781,7.88965,12.2782,-3.91329,9.12124,2.48403,10.2314,12.606,-3.70083,-2.38691,13.3531,17.0319,1.85658,-2.38619,17.2982,-6.14414,-2.01303,-1.37989,6.61112,7.42349,3.69011,-0.424628,8.30093,-19.0434,3.0834,2.23951,19.421,-1.44722,-9.22522,-1.19633,9.41437,2.75948,6.30311,6.88069,16.5335,-1.65681,-1.45403,16.6798,-6.37227,-2.52207,-1.21635,6.96033,17.9655,-0.909584,0.164284,17.9893,-19.0961,0.930837,-0.545884,19.1266,1.90836,-9.25207,1.1757,9.51971,1.93043,5.46438,5.79534,18.8689,2.15869,-1.30552,19.0368,1.13345,-1.46992,0.0346557,1.8565,-7.7378,-1.24991,-0.816604,7.88052,12.2413,2.53597,0.0214812,12.5012,-16.6706,-0.868925,0.136301,16.6938,0.330291,-8.39872,-0.0487497,8.40535,3.86336,6.42104,7.49368,16.428,-0.277813,-1.49161,16.4979,2.96877,2.02572,3.0992,5.67126,4.72438,3.37063,3.90396,4.16373,3.24784,4.96294,0.810755,2.03407,2.31684,5.15132,2.97784,3.39013,4.3664,4.7536,3.69366,1.9963,3.26335,1.73637,4.02987,2.24321,1.70778,2.30678,2.28718,2.05894,1.79489,2.65109,3.10177,1.74175,1.10234,-0.427098,-7.53841,-0.505015,1.18409,28.2106,10.6365,38.0796,64.0117,55.7221,119.288,32.5014,13.2658,44.818,77.9087,79.46,156.098,5,0,12,12,13,12,1,14,13,9,22.4617,42,21.5309,16.2876,8.8069,10.8241,12.3068,9.80792,25.2432,7.74189,13.0687,-0.798009,0.517541,13.1033,3.48999,8.1687,8.883,16.7217,-1.41107,-1.41227,16.8405,3.48999,8.1687,8.883,16.7217,-1.41107,-1.41227,16.8405,-17.578,3.01287,-4.45947,18.3834,-13.8357,-2.49671,6.33423,15.4202,-0.984037,-7.70479,-5.51258,9.52474,5.27446,-8.28657,5.33385,11.1775,16.6432,0.630731,-1.79325,16.7514,-16.6287,1.90544,-6.0629,17.8018,-11.7144,-6.6932,5.73038,14.6582,-2.23451,-4.72369,-8.60571,10.068,5.6546,-4.47471,8.52365,11.1647,-3.11048,8.38243,1.51129,9.06776,10.0644,7.21939,12.3859,1.62921,1.93436,1.52814,1.86118,1.54695,1.81147,2.41717,2.02747,3.14054,1.83116,1.95524,1.9544,2.96355,1.42874,2.37664,0.200343
002-N2,30,35,24,30,31,43,12,15,11,3,7,9,5,0.812076,0.868739,0.847638,0.824125,0.852518,0.862142,305.95,305.104,161.54,150.601,182.678,105.286,1.00277,0.527994,0.492242,1.07263,0.59874,0.345083,1.73506,-0.649352,109.845,88.2013,-55.2841,121.662,23.1357,-13.9345,-158.334,95.6293,-44.9651,98.0481,8.05779,64.5238,65.568,12.2135,-4.26393,-97.8899,118.28,80.6234,8.61859,47.4522,2.79183,39.2992,6.59289,11.8493,25.2049,10.9995,4.4529,68.1437,15.1271,80.149,77.4856,30.2129,81.1046,68.1432,25.816,54.519,92.6088,107.937,85.7576,89.7443,24.5307,95.297,32.1684,109.421,88.1605,106.2,55.996,89.5564,20.7925,19.9968,24.1374,18.1078,24.8969,25.0351,24.9754,23.4673,20.9446,37.3413,18.1442,22.7792,19.6691,15.1285,12.3306,7.79106,12.6167,7.83966,6.98498,12.0089,7.53443,6.88115,15.2661,8.90134,6.39817,19.506,10.7599,6.47301,18.129,8.12525,5.64058,12.6164,7.16405,5.4212,32.2497,11.9451,8.23687,17.2921,7.05692,7.79919,21.7395,8.41517,7.72551,25.8142,6.83328,5.83148,36.9318,14.4209,8.63455,27.6644,8.78849,7.83516,12.8953,6.23302,4.82296,-6.51848,-1.70589,0.617893,6.76628,-14.0715,-0.951778,2.17716,14.2707,2.86324,-4.98082,1.38359,5.9094,5.3153,8.98765,1.27641,10.5195,5.12311,0.284573,-0.594703,5.16536,12.8398,4.70331,-0.65085,13.6896,16.611,-0.22953,-2.30526,16.7718,-4.54692,-0.203764,0.69403,4.60409,14.0372,0.378098,-1.09885,14.0852,-12.2651,3.5181,1.7067,12.8733,-0.636213,-7.24245,-2.45315,7.67306,4.73386,6.68127,8.18833,20.8719,2.50048,-1.30171,21.0614,-15.7541,-0.879761,-4.64962,16.4495,-13.0785,-1.6681,5.991,14.4818,0.458503,-6.14453,-5.80814,8.46758,4.89873,-4.1315,7.3734,9.76903,11.4462,7.28582,13.5683,-3.71467,10.3392,2.24443,11.2132,15.4447,-4.78782,-2.50044,16.362,16.5282,4.50401,-2.01005,17.2484,-4.09233,0.973067,1.15077,4.361,12.3652,4.20222,0.460264,13.0678,-17.1828,0.804703,0.218512,17.203,1.97986,-9.77915,0.182256,9.97922,4.47051,9.98596,10.941,18.6571,-1.56133,-0.776676,18.7384,-5.4857,0.530747,2.2014,5.93471,19.3525,1.08119,-0.353636,19.3859,-16.4988,-0.354372,0.918761,16.5282,1.18407,-8.5488,0.747505,8.66272,2.75304,9.51198,9.90237,21.8067,0.916511,-1.25402,21.8619,2.61954,0.331776,0.475405,2.68292,-7.38351,-0.338117,1.13352,7.47766,14.0664,3.90999,0.69136,14.6161,-14.3438,-1.95168,2.35167,14.6657,1.1747,-6.48779,1.69991,6.80889,4.09363,8.01753,9.00214,17.5959,0.278442,-2.25771,17.7423,0.947083,1.753,1.66914,3.15524,0.862073,2.59869,4.36945,2.21028,1.54181,2.71525,1.72371,1.98982,2.0284,3.48407,2.05968,2.06723,1.84112,2.49018,1.23035,1.32987,1.92637,1.27631,1.83195,1.95131,0.991069,2.16628,0.168819,1.34754,1.15629,2.31597,1.76744,0.497356,1.61253,0.349682,-1.68416,-2.99847,0.379,26.8867,25.2158,52.0131,70.1419,60.296,130.35,22.7636,26.1367,48.8175,57.845,70.8866,128.647,10,-2,13,15,11,6,2,19,17,7,23.3544,51,20.1832,19.5695,10.1188,12.6021,11.7711,9.64342,6.48074,3.06855,14.9929,0.0335569,0.558297,15.0033,3.41907,10.3001,10.8527,18.5321,-1.83577,-0.700169,18.636,4.11284,10.2116,11.0087,19.3283,-2.67296,-0.958796,19.5358,-15.3648,4.21003,-4.30858,16.5035,-10.1264,-4.15937,6.75941,12.866,-0.695705,-8.45096,-6.87216,10.9146,8.45505,-3.01786,7.35684,11.6068,17.8193,2.30048,-2.46622,18.1357,-18.9177,2.75984,-4.96419,19.7519,-8.76293,-6.86094,5.18486,12.2778,-1.49518,-4.11145,-8.9486,9.96077,5.5909,-3.0733,8.09495,10.3069,-2.94123,10.6062,3.60098,11.5806,11.5586,7.65452,13.8634,1.11493,1.11685,0.870296,1.74207,1.76292,1.85682,2.3642,2.55889,3.56569,1.49379,1.80042,1.95133,2.20276,1.44014,0.895447,1.75594
003-N2,18,32,19,22,26,41,19,17,15,9,5,10,7,0.846131,0.884163,0.778627,0.811195,0.86275,0.848146,383.468,249.377,256.448,137.598,164.136,110.801,1.53771,0.668759,0.358824,1.86375,0.658186,0.444312,1.48136,-2.62388,-117.368,95.0594,-86.7107,155.814,7.29205,-16.7285,-148.769,100.328,86.005,78.1502,0.839526,87.7048,70.2981,0.822259,5.16011,-61.4049,99.4065,74.6606,14.4272,46.8367,4.95219,10.4572,11.5881,12.3032,20.1131,10.241,11.5073,86.6983,14.7956,94.6635,94.8679,8.84412,78.9544,76.2697,77.6379,85.4815,95.5087,137.791,102.295,104.164,21.5824,93.7027,7.85118,97.296,64.4367,96.3187,56.9295,72.7729,11.207,12.4114,15.7415,11.6019,24.2876,27.751,22.5432,21.8028,22.3381,38.2403,16.6482,20.4908,19.8871,18.151,12.3897,6.32875,12.402,7.95002,7.06323,13.5806,8.06327,7.27184,15.0969,7.83557,4.91039,20.1712,12.756,8.61052,16.9059,8.22869,7.15561,12.3218,7.3353,3.41532,30.6089,12.4857,8.23156,19.1958,8.61631,7.4252,21.0122,12.1756,8.68331,29.5408,8.31845,6.03128,32.8555,12.8809,7.41878,30.1285,8.59047,5.97116,15.7346,6.24233,3.6328,-8.82546,-0.856095,0.764701,8.8998,-16.4984,0.691689,0.12282,16.5133,1.14194,-3.95051,-0.592292,4.15468,3.67574,9.02606,1.05841,9.80312,5.98671,1.19865,-0.140674,6.10714,11.6308,4.9011,0.516854,12.6318,16.0141,-0.51174,-2.53946,16.2222,-3.1993,1.37389,0.638519,3.53989,11.0713,0.4342,0.63587,11.098,-17.0588,2.47278,0.609369,17.2479,-1.17829,-4.94758,1.21409,5.22886,2.10443,8.37587,8.63619,19.7569,1.34046,0.875518,19.8217,-18.2051,3.62606,-3.54754,18.8987,-14.3213,-2.76233,6.15159,15.8295,-0.0796111,-4.11575,-7.01005,8.12936,3.49828,-4.06952,6.6834,8.57128,10.12,7.72533,12.7317,-3.04774,10.8869,1.82201,11.4513,13.5076,-4.50757,-3.85529,14.7525,19.0853,4.66466,0.177835,19.6479,-6.38471,1.97129,0.483938,6.6996,8.71145,5.89039,-0.169226,10.5174,-18.5591,1.05596,0.166935,18.5899,1.89738,-7.28568,1.66302,7.71018,3.46373,10.9934,11.5262,16.5959,-4.03341,-0.228576,17.0805,-6.38471,1.97129,0.483938,6.6996,16.0404,2.7045,-1.70036,16.3554,-17.9415,0.0900726,0.447052,17.9473,1.60011,-6.11839,2.13497,6.67481,1.84342,10.4508,10.6121,19.8189,1.73729,0.691117,19.9069,3.41736,0.559726,0.082875,3.46389,-6.79404,1.62634,0.272424,6.99129,12.0921,5.22943,0.681106,13.192,-16.875,-0.19274,1.37898,16.9323,0.0700632,-4.53506,2.21326,5.0468,3.1225,8.59575,9.14532,16.3474,-1.29327,-1.84611,16.5021,1.1769,2.77768,3.56686,2.04167,2.5976,1.56521,3.09208,2.72714,3.30975,3.66836,0.646957,2.19347,2.56036,1.32415,1.64968,2.09712,3.1182,1.53169,1.27852,2.9126,1.7048,3.56231,2.85413,2.12222,1.78892,0.776501,1.00319,1.33908,1.4408,3.1141,3.15228,1.15783,2.07682,0.955476,0.559726,-0.718115,1.31849,20.5607,25.1861,45.599,72.7876,65.5289,138.141,21.298,28.3981,49.5356,61.6134,64.9355,126.416,7,1,12,11,12,5,-3,13,16,9,21.7409,53,20.5491,19.5894,12.5474,13.2467,8.50554,7.06781,9.01425,3.92333,13.4971,1.26547,-0.802096,13.58,3.02807,10.9375,11.3489,16.8887,-3.72082,0.509133,17.3012,2.41379,10.6687,10.9384,16.8064,-3.78239,0.331759,17.23,-19.1833,3.988,-1.75436,19.6718,-13.4424,-3.51833,5.90647,15.0984,0.0125358,-6.44005,-5.45982,8.44299,6.80521,-4.04489,7.2209,10.7151,15.7764,2.67158,-2.02003,16.128,-18.774,2.24625,-4.84196,19.518,-9.43529,-6.86197,4.22992,12.4098,-0.502089,-1.55059,-8.36757,8.52483,5.35474,-2.51297,7.54371,9.58623,-4.47793,10.732,2.80813,11.963,8.9275,7.26342,11.509,1.47673,1.29907,2.09046,0.960435,2.13668,3.17009,1.38412,1.50152,2.55258,0.666908,1.67421,1.33343,1.16698,1.71139,1.45234,0.944063
